1,1,1,24,SF,75,68,2083,872,320,725,123,151,2000000
232,1,15,15,SG,60,3,1005,395,133,343,70,84,4088091
233,1,16,15,PG,6,0,120,33,10,32,12,13,4000000
233,1,15,6,PG,55,7,1253,595,172,412,206,248,4300000
234,1,15,11,PG,56,56,1761,857,294,696,191,229,9588426
235,1,24,8,PG,3,0,33,4,2,8,0,0,228663
235,1,15,8,PG,5,0,6,4,2,2,0,0,64622
236,1,16,32,SF,3,0,7,0,0,0,0,0,507336
236,1,19,4,SF,10,0,40,16,4,13,6,10,845059
236,1,15,8,SF,9,5,282,143,50,100,19,24,74564
237,1,15,4,PG,12,10,291,110,42,100,10,10,191456
238,1,15,33,C,52,52,1791,861,328,707,203,245,19700000
239,1,15,0,PF,78,15,1446,578,230,495,103,137,845059
240,1,30,15,C,5,3,48,8,4,7,0,0,176375
240,1,15,20,C,32,9,412,116,45,72,26,42,593056
241,1,15,10,PF,27,0,380,153,54,116,45,62,1230840
242,1,27,3,PG,31,3,256,68,27,67,9,10,947276
242,1,15,5,PG,10,3,219,69,28,79,3,5,111444
243,1,15,14,SG,14,0,244,80,32,77,7,14,89588
244,1,15,50,PF,68,53,2016,1040,431,907,172,216,9638555
245,1,15,2,PG,15,0,66,23,7,22,8,13,816482
246,1,16,12,C,5,0,14,7,3,5,1,2,845059
246,1,15,1,C,2,0,4,0,0,0,0,0,725000
247,1,16,19,PG,36,5,587,158,66,152,15,17,2170465
247,1,15,19,PG,8,0,120,47,20,46,3,3,2077000
248,1,16,12,PG,1,0,3,2,1,1,0,0,12355
248,1,15,2,PG,6,4,166,29,13,38,3,4,30888
249,1,15,25,PG,5,0,45,8,2,10,3,4,55722
250,1,15,34,PF,12,2,212,83,35,52,13,24,5500000
251,1,16,1,PF,53,53,1778,1010,358,767,213,268,22192730
252,1,16,9,PF,74,73,2394,911,339,745,145,192,10151612
253,1,16,7,PG,72,72,2363,1018,417,875,120,165,14780000
254,1,16,14,SG,69,14,1557,616,230,587,72,92,1356000
255,1,16,40,PF,37,0,269,59,23,61,12,16,2854940
256,1,16,8,SG,36,5,863,314,118,243,51,64,845059
257,1,16,4,PF,42,1,595,150,55,148,28,40,5543725
258,1,16,0,SG,52,2,1107,341,123,272,42,63,525093
259,1,16,5,C,52,36,762,300,125,221,50,67,1499187
260,1,16,3,SG,74,73,2258,1409,540,1183,322,406,20000000
261,1,16,21,C,73,43,2125,1040,413,682,214,329,981348
262,1,16,20,SF,78,8,2232,502,195,462,80,117,2481720
263,1,17,34,PG,80,79,2823,1350,513,1013,296,409,1953960
264,1,17,19,SG,52,18,1505,541,185,437,70,90,3000000
265,1,17,5,PG,54,37,1649,623,251,555,106,162,2399040
266,1,17,9,PF,24,1,156,50,17,51,6,7,1100000
267,1,17,11,PG,46,7,654,206,84,187,25,34,1662360
268,1,17,31,C,57,1,960,397,164,291,69,117,2943221
269,1,17,17,SF,20,1,156,36,13,37,7,8,855000
270,1,17,3,SG,41,24,1090,321,119,321,31,40,8000000
271,1,17,22,SG,79,79,2852,1434,507,1142,227,312,15000000
272,1,17,15,C,79,67,2314,1210,491,941,228,308,16400000
273,1,21,6,PF,7,0,24,17,6,12,0,0,3750000
273,1,17,6,PF,3,0,20,7,2,6,1,1,416889
274,1,17,77,PF,66,4,857,200,86,209,27,40,845059
275,1,17,12,PF,76,62,2408,1070,443,899,175,228,5152440
276,1,17,18,C,61,14,870,314,140,233,34,59,2109294
277,1,17,21,PG,23,0,460,130,45,138,22,26,6600000
278,1,17,20,SG,70,6,1001,217,81,265,12,15,1733040
279,1,18,88,PF,60,0,1075,308,110,235,40,55,4000000
280,1,18,5,C,82,39,2220,827,308,579,205,248,1474440
281,1,18,21,PF,38,38,556,122,54,115,14,21,8500000
282,1,18,1,PG,37,0,573,156,56,156,28,39,1282080
283,1,18,8,SG,82,33,2294,1150,433,959,161,203,2148360
284,1,27,23,SG,16,1,261,99,30,85,28,30,317475
284,1,18,23,SG,39,12,834,415,126,334,125,142,7085000
285,1,27,24,PG,13,4,181,56,23,48,9,13,396844
285,1,18,24,PG,26,0,280,88,36,58,15,19,1499187
286,1,18,15,SF,82,0,1682,863,317,681,185,242,2056920
287,1,18,33,PF,52,2,486,132,53,145,17,26,1938840
288,1,18,14,C,12,3,156,54,19,50,16,20,12100000
289,1,18,12,SF,77,44,1462,221,102,229,13,19,1499187
290,1,18,9,PG,76,76,2323,766,219,586,266,314,12365000
291,1,18,10,SF,33,0,277,75,25,62,8,8,1149500
292,1,18,4,PF,18,0,192,43,18,32,7,17,247623
293,1,18,32,C,82,82,2647,1503,625,1153,223,275,5703600
294,1,18,22,SF,81,81,2845,1675,594,1294,430,565,5758680
295,1,19,42,C,59,17,861,352,150,315,52,62,4300000
296,1,19,33,PF,66,7,2008,1124,397,929,199,228,8500000
297,1,19,3,C,68,64,1178,269,104,195,61,112,11000000
298,1,19,8,SF,47,13,845,327,122,289,39,50,1100000
299,1,19,30,PG,45,23,1198,477,196,484,52,65,3036927
300,1,19,44,SF,80,46,1971,484,186,412,57,82,3000000
301,1,19,23,PF,61,61,2164,1481,560,1136,326,430,7070730
302,1,19,31,SG,14,11,279,79,28,69,11,21,281659
303,1,19,16,PG,61,18,1262,531,183,445,84,99,1164858
304,1,19,1,SG,25,2,765,379,136,314,74,93,11227000
305,1,25,10,PG,35,1,272,51,20,60,8,15,845059
305,1,19,2,PG,16,1,469,210,76,169,45,59,144157
306,1,20,32,SG,2,0,5,7,1,1,4,5,59731
306,1,19,32,SG,4,0,13,2,1,4,0,0,54812
307,1,19,15,SF,73,38,1632,325,132,255,44,66,1375000
308,1,19,10,SG,45,44,1481,686,231,552,111,125,15514031
309,1,19,25,SF,11,4,304,125,49,116,14,21,119462
310,1,19,11,PG,65,23,1831,1089,410,935,182,216,10595507
311,1,24,0,SG,2,0,47,16,5,17,5,6,55722
311,1,19,0,SG,5,1,54,10,4,17,6,8,55722
312,1,19,5,C,37,5,542,91,40,75,11,25,1499200
313,1,19,2,PG,2,1,23,0,0,1,0,0,44000
314,1,23,1,PG,50,50,1622,733,299,739,89,133,1100602
314,1,19,4,PG,27,3,617,239,98,228,33,43,981084
315,1,20,4,SG,71,57,2371,909,354,799,110,331,8000000
316,1,20,17,PF,29,0,4,52,19,53,14,27,1650000
317,1,20,43,SF,2,0,6,6,3,4,0,0,105888
318,1,20,3,PG,72,72,2024,544,209,455,42,48,7402812
319,1,20,11,SF,17,2,154,31,12,40,3,4,845059
320,1,20,2,PG,82,7,2033,625,231,588,86,114,845059
321,1,20,13,PG,76,6,1265,426,154,391,96,123,1572360
322,1,20,8,C,82,82,2219,842,357,662,128,161,13000000
323,1,20,9,PF,65,1,764,309,129,271,46,60,3750000
324,1,20,6,PF,72,72,2047,1028,373,886,201,240,4131720
325,1,20,1,C,48,0,526,187,84,205,19,23,2800000
326,1,20,42,PF,59,5,1313,484,169,382,102,119,1650000
327,1,20,18,SG,61,25,908,296,106,277,32,39,1356146
328,1,20,23,SF,80,9,1435,746,194,256,194,256,4900000
329,1,21,12,C,80,80,2014,636,261,426,114,196,2279040
330,1,21,4,PF,59,4,699,123,50,109,23,33,3750000
331,1,21,35,SF,72,72,2578,2029,698,1381,447,498,20158622
332,1,21,34,PF,5,0,55,14,5,12,0,4,1140240
333,1,21,9,PF,78,78,2500,983,416,869,91,121,13500000
334,1,21,11,C,82,1,1721,1038,414,719,249,415,16400000
335,1,21,33,PF,20,0,72,26,11,23,4,10,1464040
336,1,21,13,C,5,0,19,8,3,5,2,2,352750
337,1,21,2,SG,68,6,926,380,136,333,29,39,3344000
338,1,21,22,PG,57,1,698,283,114,278,19,24,2021520
339,1,21,21,SG,70,70,1553,337,136,274,33,54,1210800
340,1,21,5,SF,68,2,977,231,86,221,29,44,5000000
341,1,21,3,SG,78,15,2152,762,282,706,112,157,5138430
342,1,21,0,PG,80,80,2750,1878,656,1444,465,573,16744218
343,1,22,15,PG,5,0,27,6,2,8,2,2,161776
344,1,22,3,C,58,20,705,255,99,177,57,76,947278
345,1,22,10,SF,79,71,2566,1213,429,929,199,238,2288205
346,1,22,0,PF,78,37,1863,719,274,579,129,193,4171680
347,1,22,23,SF,79,9,1413,478,181,418,49,54,3741480
348,1,22,11,SG,28,0,249,60,21,71,10,24,845059
349,1,22,13,PG,55,0,600,203,68,201,33,45,1294440
350,1,22,44,PF,56,0,823,384,146,310,51,65,2380594
351,1,22,5,SG,72,52,2379,1153,425,970,205,247,5192520
352,1,22,4,PG,73,69,2145,778,318,730,112,190,2505720
353,1,22,14,C,76,2,1181,546,244,503,54,67,4300000
354,1,22,9,C,65,60,2037,1181,533,1046,113,150,11250000
355,1,22,32,PG,33,2,656,142,47,137,34,39,5000000
356,1,23,42,C,17,1,225,70,31,72,8,9,890693
357,1,23,0,SG,77,39,1966,846,260,722,150,180,947276
358,1,23,33,SF,67,49,1903,858,274,712,140,177,1000000
359,1,23,39,SF,72,52,2066,749,251,599,212,322,845059
360,1,23,22,PF,51,1,702,287,114,222,51,74,1050000
361,1,23,7,PF,36,12,569,351,139,250,67,91,6500000
362,1,23,5,PG,30,6,400,111,43,118,9,13,2144722
363,1,23,12,PG,81,17,1606,493,218,464,26,41,525093
364,1,23,4,C,67,62,1965,747,206,587,134,227,3457800
365,1,23,8,C,53,48,1591,928,397,781,133,194,4582680
366,1,24,25,PG,9,0,113,22,9,23,4,7,111444
366,1,23,26,PG,14,0,170,55,21,55,9,18,172739
367,1,23,11,SG,73,35,1809,617,210,545,91,118,2869440
368,1,23,31,SG,77,17,2154,758,270,680,69,96,947276
369,1,24,10,SG,36,0,421,90,35,89,7,13,854389
369,1,23,9,SF,7,0,78,17,7,21,1,2,2800000
370,1,23,35,PF,17,0,145,61,22,53,13,21,305789
371,1,23,1,PG,8,3,144,67,22,65,20,37,2179354
372,1,24,2,PG,31,31,1059,632,223,492,138,172,13086957
373,1,24,1,SG,76,51,2108,1048,215,256,215,256,2127840
374,1,24,41,PG,8,0,61,20,8,25,3,4,111444
375,1,24,4,C,66,60,1618,472,183,314,106,171,13000000
376,1,24,20,PG,57,13,1114,505,176,422,130,196,1160160
377,1,24,55,PF,8,0,50,22,9,22,4,6,421449
378,1,24,3,SG,52,50,1870,1018,371,895,156,183,12000000
379,1,24,21,C,78,46,1821,703,264,624,174,239,3807120
380,1,24,30,PF,67,27,1255,567,224,466,77,101,1035000
381,1,30,5,PF,27,21,712,335,134,287,42,55,8000000
381,1,24,11,PF,37,24,917,430,171,431,66,92,2989239
382,1,24,14,PG,62,18,1211,331,116,302,31,41,1499187
383,1,24,35,PF,79,1,1686,965,332,777,120,155,5500000
384,1,24,17,SF,82,80,2540,652,239,582,106,142,5500000
385,1,24,12,SF,47,4,1070,515,221,441,45,64,2041080
386,1,24,15,PF,10,0,68,29,10,24,9,14,114285
387,1,25,34,PF,8,0,36,10,5,10,0,0,525093
388,1,25,8,SF,82,82,2341,839,299,719,115,156,7500000
389,1,25,5,SG,34,0,143,36,13,49,5,5,525093
390,1,25,23,SG,81,8,2105,832,311,678,98,113,947276
391,1,25,17,PF,81,0,1684,526,206,337,114,204,7000000
392,1,25,4,SF,78,14,1457,498,195,411,69,111,2894059
393,1,25,9,SG,72,0,1431,624,232,529,112,146,6000000
394,1,25,35,C,16,2,112,44,20,43,3,3,5000000
395,1,25,11,PF,61,10,1333,511,195,435,35,46,3075880
396,1,25,0,PG,75,75,2676,1879,618,1474,414,464,4236287
397,1,25,3,SG,80,80,2780,1666,641,1431,187,226,2525160
398,1,25,44,SG,12,0,42,14,5,19,3,4,525093
399,1,25,24,C,82,82,2084,749,267,517,215,335,1415520
400,1,25,21,PF,78,56,1174,283,117,278,38,51,2637720
401,1,26,13,PF,59,29,876,307,119,214,50,68,981348
402,1,26,5,SG,51,15,721,179,67,178,22,29,1015421
403,1,26,3,SG,68,7,1672,696,245,635,115,138,6333333
404,1,26,31,SF,17,1,176,63,25,59,10,12,1499187
405,1,26,18,SF,69,21,1880,813,299,622,103,159,3000000
406,1,26,0,C,66,39,1412,463,191,339,81,125,3398280
407,1,26,7,PG,74,15,2219,1035,277,776,194,226,5013559
408,1,26,15,C,65,65,2246,1748,601,1332,476,663,14728844
409,1,26,30,PG,44,9,692,299,102,224,45,54,947276
410,1,26,26,SF,1,0,24,6,2,10,0,0,525093
411,1,26,8,SF,70,70,2379,1204,466,1007,198,254,12403101
412,1,26,41,C,78,14,1482,529,236,444,57,104,7500000
413,1,26,23,SG,68,53,1443,531,195,455,74,103,3156600
414,1,26,25,PF,8,0,48,8,3,6,2,4,845059
415,1,26,9,PG,72,72,2537,859,355,782,87,150,9500000
416,1,27,12,PF,74,74,2261,1331,536,1045,259,302,19500000
417,1,27,1,SF,78,11,1245,350,138,295,62,83,1142879
418,1,27,15,C,30,2,206,76,29,57,3,4,1499187
419,1,27,18,SF,46,0,432,124,49,104,11,16,1499187
420,1,27,33,PF,76,4,1386,485,202,383,56,76,7000000
421,1,27,21,C,77,77,2227,1070,419,819,230,311,5000000
422,1,27,20,SG,58,0,1134,555,197,435,91,112,2814000
423,1,27,14,SG,79,79,2062,572,211,561,34,46,10000000
424,1,27,2,SF,72,72,2380,1523,551,1090,292,334,16500000
425,1,27,40,C,54,4,508,297,105,174,87,114,1200000
426,1,27,8,PG,81,3,1662,690,260,612,47,58,3578947
427,1,27,9,PG,72,72,1980,857,350,710,130,171,13437500
428,1,27,17,SG,55,2,813,331,122,242,69,92,525093
429,1,27,30,PF,78,19,1404,554,244,448,63,80,1499000
430,1,28,15,PF,19,0,84,28,8,27,9,10,947276
431,1,28,8,C,82,22,1808,454,156,288,142,226,3000000
432,1,28,20,SF,6,1,43,3,1,12,0,0,1524000
433,1,28,5,SF,26,22,786,286,105,270,30,50,13500000
434,1,28,3,PF,57,32,926,287,114,240,39,68,2500000
435,1,28,6,SG,80,4,2046,677,257,585,133,174,7000000
436,1,28,7,PG,77,77,2851,1634,512,1198,398,491,12000000
437,1,28,92,C,29,1,225,65,28,44,8,15,1842000
438,1,28,54,PF,79,0,2020,543,204,493,29,34,6268675
439,1,28,24,SG,49,24,725,273,97,229,43,53,650000
440,1,28,31,SF,73,7,1747,720,270,626,49,62,3553917
441,1,28,4,PF,76,76,1636,664,269,598,61,84,3000000
442,1,28,17,C,60,59,1557,768,303,536,162,213,4660482
443,1,28,55,PG,27,1,229,103,46,80,26,35,1509360
444,1,29,33,PF,79,2,1632,463,190,388,71,106,4775000
445,1,29,3,PG,64,0,1366,679,262,634,67,82,2658240
446,1,29,10,SG,31,3,797,412,137,334,106,141,9213484
447,1,29,15,PF,62,59,1983,1016,428,822,180,254,11933333
448,1,29,27,C,61,60,1932,557,198,354,161,283,1175880
449,1,29,20,SF,80,80,2893,1578,521,1202,393,477,15409570
450,1,29,5,SG,79,79,251,1149,408,972,172,200,1348440
451,1,29,2,SF,81,2,1241,342,124,291,13,18,2250000
452,1,29,23,SF,70,2,857,205,72,194,34,42,981348
453,1,29,41,PF,80,33,1382,488,191,436,57,82,2239800
454,1,29,13,SG,20,0,173,36,11,39,13,18,362878
455,1,29,25,PG,81,53,1499,476,180,418,52,70,1000000
456,1,29,22,SF,2,0,6,0,0,1,0,0,105888
457,1,29,21,C,12,0,82,24,11,25,2,2,3000000
458,1,29,24,C,51,10,658,217,87,162,43,59,947276
459,1,30,6,SG,13,0,192,65,21,59,11,15,4000000
460,1,30,3,SG,55,35,1708,958,359,799,135,179,5694674
461,1,30,45,C,29,0,218,61,28,68,5,13,2000000
462,1,30,1,PF,81,41,2098,638,233,387,72,98,4250000
463,1,30,8,SF,26,0,147,63,20,65,8,8,561716
464,1,30,90,PF,30,0,305,82,33,103,9,14,3300000
465,1,30,13,C,75,74,2256,1012,433,764,146,207,11217391
466,1,30,42,PF,57,11,1094,525,209,284,107,185,13000000
467,1,30,14,SG,40,2,807,390,151,325,47,55,2100000
468,1,30,12,SF,63,9,671,236,90,211,31,49,1920240
469,1,30,22,SF,75,73,2276,871,39,717,95,126,4662960
470,1,30,7,PG,82,5,1667,810,280,592,214,283,2170465
471,1,30,17,SF,80,43,1951,582,201,505,91,125,1100602
472,1,30,2,PG,77,77,2784,1531,579,1349,272,344,15851950